NY.GDP.PCAP.PP.KD
15439.8949638421
15569.6019912827
15365.8443647735
15201.4039487484
15176.5639329096
15058.6717324087
14446.9717450307
14356.7526237734
14027.7542714297
14234.8873239441
13782.1352743183
13505.8540534244
13025.7940923737
12615.0306802116
14369.4998614268
14446.3044018523
14847.3885438882
14774.9318823915
14764.5456312124
14707.4822157253
14616.7586968494
14547.7557626394
14410.1854033699
15025.5638649937
14886.0490253208
14483.9675719002
13577.4241860441
13171.2194208699
26603.0758561777
25307.1919850641
24455.0405653787
23502.8680898518
22753.1176467201
22374.6845481185
22133.6824745246
21387.8933735506
20983.7746380504
21685.1382763443
20779.8278101866
19455.2996932431
18203.1704803187
17310.0929232767
8906.30352678304
8594.22397168569
8265.94249659392
7982.91861181269
7741.09490344614
7513.97933277514
7307.85739292918
7081.33382790402
6756.64154427794
6731.83010242892
6600.24014804087
6320.25272350188
6045.91167533073
5784.08555508666
16526.3668804331
15788.5071386052
15143.5398153094
14518.3665986324
13897.4290988556
13242.8417583475
12610.428203663
11964.9478614459
11132.1973708823
10813.7370905045
10350.2884077023
9613.97536978717
9023.10304098002
8527.48228916326
13577.0575405173
12838.2448561159
12169.4081250104
11517.6434470519
10878.2890005464
10232.0181367786
9592.57948132107
8925.16589230134
8201.57183953712
7690.44401433329
7158.06592121175
6451.26518012206
5886.66566346417
5422.07925315679
13720.4786404628
12974.279162532
12298.727903697
11640.3422213862
10994.4665056586
10341.5624262097
9695.51830752782
9021.15818107068
8289.99235734731
7773.56597169064
7235.62540145816
6521.30800607282
5950.68737605642
5481.10454873672
39308.8405867199
38485.983149138
37863.7185797761
37198.5814590962
36809.640300909
37036.9706209064
37459.0288523183
36800.1823852383
36121.3260737364
37980.214240862
37994.6794697572
37040.4356848941
36029.0130550254
35592.0343092756
29949.7185726266
29241.1886530878
28846.0590168172
28501.534764995
28110.1737737478
27889.694822583
27793.5837855965
27058.4257411523
26380.3167789187
27783.3199338221
27452.3560951084
26395.0736059437
25314.0622085608
24569.762985393
19264.0997726758
18660.6669134071
18510.3051747882
18595.3832398069
18339.5962454717
17787.9905282679
17267.3800581594
16341.2747799055
15645.3568218472
16713.0979387715
16018.568235579
14872.8229392067
13758.5814110207
12868.2306122385
19966.7697004581
19310.3113303891
19103.6483542022
19098.0228317466
18800.989815642
18276.2203567546
17780.2959521863
16852.362379691
16158.9195569587
17092.114185697
16389.1545353804
15231.3291863574
14122.6329495956
13260.4678745767
37330.9547396239
36467.3957475297
35815.0089349472
35075.1118599087
34547.9423690565
34551.5366541673
34760.8235578203
34135.1992805811
33494.2053312857
35101.7288990157
34990.2892148408
34018.4155905948
32986.2926553716
32393.4251589223
4050.92078510011
